interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-07-06T17:00:00-05:00,2025-07-06 22:00:00+00:00,2025-07-06T17:15:00-05:00,2025-07-06 22:15:00+00:00,SBEAN_BESS,24.07
2025-07-06T17:15:00-05:00,2025-07-06 22:15:00+00:00,2025-07-06T17:30:00-05:00,2025-07-06 22:30:00+00:00,SBEAN_BESS,24.68
2025-07-06T17:30:00-05:00,2025-07-06 22:30:00+00:00,2025-07-06T17:45:00-05:00,2025-07-06 22:45:00+00:00,SBEAN_BESS,22.9
2025-07-06T17:45:00-05:00,2025-07-06 22:45:00+00:00,2025-07-06T18:00:00-05:00,2025-07-06 23:00:00+00:00,SBEAN_BESS,23.98
2025-07-06T18:00:00-05:00,2025-07-06 23:00:00+00:00,2025-07-06T18:15:00-05:00,2025-07-06 23:15:00+00:00,SBEAN_BESS,22.86
2025-07-06T18:15:00-05:00,2025-07-06 23:15:00+00:00,2025-07-06T18:30:00-05:00,2025-07-06 23:30:00+00:00,SBEAN_BESS,26.07
2025-07-06T18:30:00-05:00,2025-07-06 23:30:00+00:00,2025-07-06T18:45:00-05:00,2025-07-06 23:45:00+00:00,SBEAN_BESS,31.63
2025-07-06T18:45:00-05:00,2025-07-06 23:45:00+00:00,2025-07-06T19:00:00-05:00,2025-07-07 00:00:00+00:00,SBEAN_BESS,32.75
2025-07-06T19:00:00-05:00,2025-07-07 00:00:00+00:00,2025-07-06T19:15:00-05:00,2025-07-07 00:15:00+00:00,SBEAN_BESS,31.57
2025-07-06T19:15:00-05:00,2025-07-07 00:15:00+00:00,2025-07-06T19:30:00-05:00,2025-07-07 00:30:00+00:00,SBEAN_BESS,41.82
2025-07-06T19:30:00-05:00,2025-07-07 00:30:00+00:00,2025-07-06T19:45:00-05:00,2025-07-07 00:45:00+00:00,SBEAN_BESS,49.12
2025-07-06T19:45:00-05:00,2025-07-07 00:45:00+00:00,2025-07-06T20:00:00-05:00,2025-07-07 01:00:00+00:00,SBEAN_BESS,53.66
2025-07-06T20:00:00-05:00,2025-07-07 01:00:00+00:00,2025-07-06T20:15:00-05:00,2025-07-07 01:15:00+00:00,SBEAN_BESS,59.01
2025-07-06T20:15:00-05:00,2025-07-07 01:15:00+00:00,2025-07-06T20:30:00-05:00,2025-07-07 01:30:00+00:00,SBEAN_BESS,92.82
2025-07-06T20:30:00-05:00,2025-07-07 01:30:00+00:00,2025-07-06T20:45:00-05:00,2025-07-07 01:45:00+00:00,SBEAN_BESS,98.87
2025-07-06T20:45:00-05:00,2025-07-07 01:45:00+00:00,2025-07-06T21:00:00-05:00,2025-07-07 02:00:00+00:00,SBEAN_BESS,69.29
2025-07-06T21:00:00-05:00,2025-07-07 02:00:00+00:00,2025-07-06T21:15:00-05:00,2025-07-07 02:15:00+00:00,SBEAN_BESS,83.6
2025-07-06T21:15:00-05:00,2025-07-07 02:15:00+00:00,2025-07-06T21:30:00-05:00,2025-07-07 02:30:00+00:00,SBEAN_BESS,82.13
2025-07-06T21:30:00-05:00,2025-07-07 02:30:00+00:00,2025-07-06T21:45:00-05:00,2025-07-07 02:45:00+00:00,SBEAN_BESS,75.17
2025-07-06T21:45:00-05:00,2025-07-07 02:45:00+00:00,2025-07-06T22:00:00-05:00,2025-07-07 03:00:00+00:00,SBEAN_BESS,75.0
2025-07-06T22:00:00-05:00,2025-07-07 03:00:00+00:00,2025-07-06T22:15:00-05:00,2025-07-07 03:15:00+00:00,SBEAN_BESS,75.03
2025-07-06T22:15:00-05:00,2025-07-07 03:15:00+00:00,2025-07-06T22:30:00-05:00,2025-07-07 03:30:00+00:00,SBEAN_BESS,67.79
2025-07-06T22:30:00-05:00,2025-07-07 03:30:00+00:00,2025-07-06T22:45:00-05:00,2025-07-07 03:45:00+00:00,SBEAN_BESS,55.85
2025-07-06T22:45:00-05:00,2025-07-07 03:45:00+00:00,2025-07-06T23:00:00-05:00,2025-07-07 04:00:00+00:00,SBEAN_BESS,56.33
2025-07-06T23:00:00-05:00,2025-07-07 04:00:00+00:00,2025-07-06T23:15:00-05:00,2025-07-07 04:15:00+00:00,SBEAN_BESS,57.36
2025-07-06T23:15:00-05:00,2025-07-07 04:15:00+00:00,2025-07-06T23:30:00-05:00,2025-07-07 04:30:00+00:00,SBEAN_BESS,66.62
2025-07-06T23:30:00-05:00,2025-07-07 04:30:00+00:00,2025-07-06T23:45:00-05:00,2025-07-07 04:45:00+00:00,SBEAN_BESS,65.18
2025-07-06T23:45:00-05:00,2025-07-07 04:45:00+00:00,2025-07-07T00:00:00-05:00,2025-07-07 05:00:00+00:00,SBEAN_BESS,55.69
2025-07-07T00:00:00-05:00,2025-07-07 05:00:00+00:00,2025-07-07T00:15:00-05:00,2025-07-07 05:15:00+00:00,SBEAN_BESS,45.35
2025-07-07T00:15:00-05:00,2025-07-07 05:15:00+00:00,2025-07-07T00:30:00-05:00,2025-07-07 05:30:00+00:00,SBEAN_BESS,48.03
2025-07-07T00:30:00-05:00,2025-07-07 05:30:00+00:00,2025-07-07T00:45:00-05:00,2025-07-07 05:45:00+00:00,SBEAN_BESS,45.9
2025-07-07T00:45:00-05:00,2025-07-07 05:45:00+00:00,2025-07-07T01:00:00-05:00,2025-07-07 06:00:00+00:00,SBEAN_BESS,48.63
2025-07-07T01:00:00-05:00,2025-07-07 06:00:00+00:00,2025-07-07T01:15:00-05:00,2025-07-07 06:15:00+00:00,SBEAN_BESS,44.15
2025-07-07T01:15:00-05:00,2025-07-07 06:15:00+00:00,2025-07-07T01:30:00-05:00,2025-07-07 06:30:00+00:00,SBEAN_BESS,44.09
2025-07-07T01:30:00-05:00,2025-07-07 06:30:00+00:00,2025-07-07T01:45:00-05:00,2025-07-07 06:45:00+00:00,SBEAN_BESS,32.77
2025-07-07T01:45:00-05:00,2025-07-07 06:45:00+00:00,2025-07-07T02:00:00-05:00,2025-07-07 07:00:00+00:00,SBEAN_BESS,38.59
2025-07-07T02:00:00-05:00,2025-07-07 07:00:00+00:00,2025-07-07T02:15:00-05:00,2025-07-07 07:15:00+00:00,SBEAN_BESS,30.1
2025-07-07T02:15:00-05:00,2025-07-07 07:15:00+00:00,2025-07-07T02:30:00-05:00,2025-07-07 07:30:00+00:00,SBEAN_BESS,36.55
2025-07-07T02:30:00-05:00,2025-07-07 07:30:00+00:00,2025-07-07T02:45:00-05:00,2025-07-07 07:45:00+00:00,SBEAN_BESS,39.07
2025-07-07T02:45:00-05:00,2025-07-07 07:45:00+00:00,2025-07-07T03:00:00-05:00,2025-07-07 08:00:00+00:00,SBEAN_BESS,38.55
2025-07-07T03:00:00-05:00,2025-07-07 08:00:00+00:00,2025-07-07T03:15:00-05:00,2025-07-07 08:15:00+00:00,SBEAN_BESS,42.34
2025-07-07T03:15:00-05:00,2025-07-07 08:15:00+00:00,2025-07-07T03:30:00-05:00,2025-07-07 08:30:00+00:00,SBEAN_BESS,45.04
2025-07-07T03:30:00-05:00,2025-07-07 08:30:00+00:00,2025-07-07T03:45:00-05:00,2025-07-07 08:45:00+00:00,SBEAN_BESS,33.87
2025-07-07T03:45:00-05:00,2025-07-07 08:45:00+00:00,2025-07-07T04:00:00-05:00,2025-07-07 09:00:00+00:00,SBEAN_BESS,47.62
2025-07-07T04:00:00-05:00,2025-07-07 09:00:00+00:00,2025-07-07T04:15:00-05:00,2025-07-07 09:15:00+00:00,SBEAN_BESS,62.87
2025-07-07T04:15:00-05:00,2025-07-07 09:15:00+00:00,2025-07-07T04:30:00-05:00,2025-07-07 09:30:00+00:00,SBEAN_BESS,63.65
2025-07-07T04:30:00-05:00,2025-07-07 09:30:00+00:00,2025-07-07T04:45:00-05:00,2025-07-07 09:45:00+00:00,SBEAN_BESS,63.48
2025-07-07T04:45:00-05:00,2025-07-07 09:45:00+00:00,2025-07-07T05:00:00-05:00,2025-07-07 10:00:00+00:00,SBEAN_BESS,63.96
2025-07-07T05:00:00-05:00,2025-07-07 10:00:00+00:00,2025-07-07T05:15:00-05:00,2025-07-07 10:15:00+00:00,SBEAN_BESS,63.0
2025-07-07T05:15:00-05:00,2025-07-07 10:15:00+00:00,2025-07-07T05:30:00-05:00,2025-07-07 10:30:00+00:00,SBEAN_BESS,51.5
2025-07-07T05:30:00-05:00,2025-07-07 10:30:00+00:00,2025-07-07T05:45:00-05:00,2025-07-07 10:45:00+00:00,SBEAN_BESS,47.07
2025-07-07T05:45:00-05:00,2025-07-07 10:45:00+00:00,2025-07-07T06:00:00-05:00,2025-07-07 11:00:00+00:00,SBEAN_BESS,45.76
2025-07-07T06:00:00-05:00,2025-07-07 11:00:00+00:00,2025-07-07T06:15:00-05:00,2025-07-07 11:15:00+00:00,SBEAN_BESS,42.23
2025-07-07T06:15:00-05:00,2025-07-07 11:15:00+00:00,2025-07-07T06:30:00-05:00,2025-07-07 11:30:00+00:00,SBEAN_BESS,41.23
2025-07-07T06:30:00-05:00,2025-07-07 11:30:00+00:00,2025-07-07T06:45:00-05:00,2025-07-07 11:45:00+00:00,SBEAN_BESS,37.74
2025-07-07T06:45:00-05:00,2025-07-07 11:45:00+00:00,2025-07-07T07:00:00-05:00,2025-07-07 12:00:00+00:00,SBEAN_BESS,35.05
2025-07-07T07:00:00-05:00,2025-07-07 12:00:00+00:00,2025-07-07T07:15:00-05:00,2025-07-07 12:15:00+00:00,SBEAN_BESS,34.72
2025-07-07T07:15:00-05:00,2025-07-07 12:15:00+00:00,2025-07-07T07:30:00-05:00,2025-07-07 12:30:00+00:00,SBEAN_BESS,32.59
2025-07-07T07:30:00-05:00,2025-07-07 12:30:00+00:00,2025-07-07T07:45:00-05:00,2025-07-07 12:45:00+00:00,SBEAN_BESS,28.35
2025-07-07T07:45:00-05:00,2025-07-07 12:45:00+00:00,2025-07-07T08:00:00-05:00,2025-07-07 13:00:00+00:00,SBEAN_BESS,27.14
2025-07-07T08:00:00-05:00,2025-07-07 13:00:00+00:00,2025-07-07T08:15:00-05:00,2025-07-07 13:15:00+00:00,SBEAN_BESS,24.51
2025-07-07T08:15:00-05:00,2025-07-07 13:15:00+00:00,2025-07-07T08:30:00-05:00,2025-07-07 13:30:00+00:00,SBEAN_BESS,23.33
2025-07-07T08:30:00-05:00,2025-07-07 13:30:00+00:00,2025-07-07T08:45:00-05:00,2025-07-07 13:45:00+00:00,SBEAN_BESS,22.73
2025-07-07T08:45:00-05:00,2025-07-07 13:45:00+00:00,2025-07-07T09:00:00-05:00,2025-07-07 14:00:00+00:00,SBEAN_BESS,21.99
2025-07-07T09:00:00-05:00,2025-07-07 14:00:00+00:00,2025-07-07T09:15:00-05:00,2025-07-07 14:15:00+00:00,SBEAN_BESS,22.75
2025-07-07T09:15:00-05:00,2025-07-07 14:15:00+00:00,2025-07-07T09:30:00-05:00,2025-07-07 14:30:00+00:00,SBEAN_BESS,23.22
2025-07-07T09:30:00-05:00,2025-07-07 14:30:00+00:00,2025-07-07T09:45:00-05:00,2025-07-07 14:45:00+00:00,SBEAN_BESS,22.7
2025-07-07T09:45:00-05:00,2025-07-07 14:45:00+00:00,2025-07-07T10:00:00-05:00,2025-07-07 15:00:00+00:00,SBEAN_BESS,22.15
