interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-01-10T09:00:00-06:00,2025-01-10 15:00:00+00:00,2025-01-10T10:00:00-06:00,2025-01-10 16:00:00+00:00,SBEAN_BESS,28.25
2025-01-10T10:00:00-06:00,2025-01-10 16:00:00+00:00,2025-01-10T11:00:00-06:00,2025-01-10 17:00:00+00:00,SBEAN_BESS,24.27
2025-01-10T11:00:00-06:00,2025-01-10 17:00:00+00:00,2025-01-10T12:00:00-06:00,2025-01-10 18:00:00+00:00,SBEAN_BESS,23.52
2025-01-10T12:00:00-06:00,2025-01-10 18:00:00+00:00,2025-01-10T13:00:00-06:00,2025-01-10 19:00:00+00:00,SBEAN_BESS,22.04
2025-01-10T13:00:00-06:00,2025-01-10 19:00:00+00:00,2025-01-10T14:00:00-06:00,2025-01-10 20:00:00+00:00,SBEAN_BESS,21.71
2025-01-10T14:00:00-06:00,2025-01-10 20:00:00+00:00,2025-01-10T15:00:00-06:00,2025-01-10 21:00:00+00:00,SBEAN_BESS,21.22
2025-01-10T15:00:00-06:00,2025-01-10 21:00:00+00:00,2025-01-10T16:00:00-06:00,2025-01-10 22:00:00+00:00,SBEAN_BESS,21.2
2025-01-10T16:00:00-06:00,2025-01-10 22:00:00+00:00,2025-01-10T17:00:00-06:00,2025-01-10 23:00:00+00:00,SBEAN_BESS,27.76
2025-01-10T17:00:00-06:00,2025-01-10 23:00:00+00:00,2025-01-10T18:00:00-06:00,2025-01-11 00:00:00+00:00,SBEAN_BESS,63.85
2025-01-10T18:00:00-06:00,2025-01-11 00:00:00+00:00,2025-01-10T19:00:00-06:00,2025-01-11 01:00:00+00:00,SBEAN_BESS,81.21
2025-01-10T19:00:00-06:00,2025-01-11 01:00:00+00:00,2025-01-10T20:00:00-06:00,2025-01-11 02:00:00+00:00,SBEAN_BESS,80.03
2025-01-10T20:00:00-06:00,2025-01-11 02:00:00+00:00,2025-01-10T21:00:00-06:00,2025-01-11 03:00:00+00:00,SBEAN_BESS,64.2
2025-01-10T21:00:00-06:00,2025-01-11 03:00:00+00:00,2025-01-10T22:00:00-06:00,2025-01-11 04:00:00+00:00,SBEAN_BESS,61.53
2025-01-10T22:00:00-06:00,2025-01-11 04:00:00+00:00,2025-01-10T23:00:00-06:00,2025-01-11 05:00:00+00:00,SBEAN_BESS,52.91
2025-01-10T23:00:00-06:00,2025-01-11 05:00:00+00:00,2025-01-11T00:00:00-06:00,2025-01-11 06:00:00+00:00,SBEAN_BESS,44.96
2025-01-11T00:00:00-06:00,2025-01-11 06:00:00+00:00,2025-01-11T01:00:00-06:00,2025-01-11 07:00:00+00:00,SBEAN_BESS,55.88
2025-01-11T01:00:00-06:00,2025-01-11 07:00:00+00:00,2025-01-11T02:00:00-06:00,2025-01-11 08:00:00+00:00,SBEAN_BESS,59.06
2025-01-11T02:00:00-06:00,2025-01-11 08:00:00+00:00,2025-01-11T03:00:00-06:00,2025-01-11 09:00:00+00:00,SBEAN_BESS,58.16
2025-01-11T03:00:00-06:00,2025-01-11 09:00:00+00:00,2025-01-11T04:00:00-06:00,2025-01-11 10:00:00+00:00,SBEAN_BESS,57.66
2025-01-11T04:00:00-06:00,2025-01-11 10:00:00+00:00,2025-01-11T05:00:00-06:00,2025-01-11 11:00:00+00:00,SBEAN_BESS,59.13
2025-01-11T05:00:00-06:00,2025-01-11 11:00:00+00:00,2025-01-11T06:00:00-06:00,2025-01-11 12:00:00+00:00,SBEAN_BESS,59.12
2025-01-11T06:00:00-06:00,2025-01-11 12:00:00+00:00,2025-01-11T07:00:00-06:00,2025-01-11 13:00:00+00:00,SBEAN_BESS,55.04
2025-01-11T07:00:00-06:00,2025-01-11 13:00:00+00:00,2025-01-11T08:00:00-06:00,2025-01-11 14:00:00+00:00,SBEAN_BESS,49.39
2025-01-11T08:00:00-06:00,2025-01-11 14:00:00+00:00,2025-01-11T09:00:00-06:00,2025-01-11 15:00:00+00:00,SBEAN_BESS,20.66
2025-01-11T09:00:00-06:00,2025-01-11 15:00:00+00:00,2025-01-11T10:00:00-06:00,2025-01-11 16:00:00+00:00,SBEAN_BESS,8.75
2025-01-11T10:00:00-06:00,2025-01-11 16:00:00+00:00,2025-01-11T11:00:00-06:00,2025-01-11 17:00:00+00:00,SBEAN_BESS,8.52
2025-01-11T11:00:00-06:00,2025-01-11 17:00:00+00:00,2025-01-11T12:00:00-06:00,2025-01-11 18:00:00+00:00,SBEAN_BESS,4.41
